key,tr,en,ko,ar,zh-CN,zh-TW,ja,de,fr,es,it,nl,pt,vi,ru,id,th
staking.f4,Yukarıda gösterilen $GOCAR miktarını talep etmek üzeresiniz. Devam etmek istiyor musunuz?,You're about to claim the $GOCAR amount shown above. Would you like to proceed?,"위에 표시된 $GOCAR 금액을 수령하려고 합니다. 진행하시겠습니까?

",أنت على وشك المطالبة بكمية $GOCAR الموضحة أعلاه. هل ترغب في المتابعة؟,您即将领取上方显示的 $GOCAR 金额。是否继续进行？,"您即將領取上方顯示的 $GOCAR 金額。是否繼續進行？

",上記の $GOCAR 金額を受け取ろうとしています。続行しますか？,"Du bist dabei, den oben angezeigten $GOCAR-Betrag einzulösen. Möchtest du fortfahren?",Vous êtes sur le point de récupérer le montant de $GOCAR indiqué ci-dessus. Voulez-vous continuer ?,Estás a punto de reclamar la cantidad de $GOCAR indicada arriba. ¿Quieres continuar?,"Stai per richiedere l'importo di $GOCAR indicato sopra. Vuoi procedere?
",Je staat op het punt om het hierboven weergegeven $GOCAR-bedrag te claimen. Wil je doorgaan?,Você está prestes a resgatar o valor de $GOCAR mostrado acima. Deseja continuar?,Bạn sắp nhận số lượng $GOCAR hiển thị ở trên. Bạn có muốn tiếp tục không?,Вы собираетесь получить указанное выше количество $GOCAR. Хотите продолжить?,Anda akan mengklaim jumlah $GOCAR yang ditampilkan di atas. Apakah Anda ingin melanjutkan?,คุณกำลังจะรับจำนวน $GOCAR ตามที่แสดงด้านบน ต้องการดำเนินการต่อหรือไม่?
staking.f5,"Ödeme talepleri, başvurunuzdan itibaren 3 gün içinde işleme alınacaktır.",*Claims will be processed within 3 days of your request.,*보상 지급은 신청 후 3일 이내에 처리됩니다.,سيتم معالجة طلبات المطالبة خلال ٣ أيام من تاريخ تقديم الطلب.,*报酬支付将在申请后 3 天内处理完成。,*報酬支付將在申請後3天內處理完成。,*報酬は申請後 3日以内 に処理されます。,*Auszahlungen werden innerhalb von 3 Tagen nach deiner Anfrage bearbeitet.,*Les demandes de récupération seront traitées dans un délai de 3 jours à compter de votre demande,*Las solicitudes de reclamación se procesarán dentro de los 3 días siguientes a tu solicitud.,*Le richieste di rimborso verranno elaborate entro 3 giorni dalla richiesta.,*Claims worden binnen 3 dagen na je aanvraag verwerkt.,*Os resgates serão processados dentro de 3 dias após a sua solicitação.,*Yêu cầu nhận thưởng sẽ được xử lý trong vòng 3 ngày kể từ ngày yêu cầu.,*Запросы на получение награды будут обработаны в течение 3 дней с момента запроса.,*Klaim akan diproses dalam waktu 3 hari sejak permintaan Anda.,*การขอรับรางวัลจะได้รับการดำเนินการภายใน 3 วันนับจากวันที่ส่งคำขอ
chapter.disclaimer,SORUMLULUK REDDİ:,"*DISCLAIMER:
","*면책조항 : 





",إخلاء المسؤولية:,"*免责声明：
",*免責聲明：,*免責事項：,"HAFTUNGSAUSSCHLUSS:
","AVERTISSEMENT:
"," DESCARGO DE RESPONSABILIDAD:
",* DISCLAIMER:,*DISCLAIMER:,ISENÇÃO DE RESPONSABILIDADE:,"MIỄN TRỪ TRÁCH NHIỆM:

",ОТКАЗ ОТ ОТВЕТСТВЕННОСТИ:,*DISCLAIMER:,*ข้อจำกัดความรับผิดชอบ:
chapter.disclaimerT1,"Bu hikaye, 1. Bölümden 4. Bölüme kadar, projeyi anlamaya yardımcı olmak için oluşturulmuş kurgusal bir eserdir ve gerçek kişiler veya olaylarla hiçbir ilişkisi yoktur.",This story through Chapter 1 to Chapter 4 is a work of fiction created to aid in understanding the project and has no relation to real persons or events.,"이 이야기의 1장부터 4장까지는 프로젝트의 이해를 돕기 위해 창작된 허구의 이야기이며, 실제 인물이나 사건과는 아무런 관련이 없습니다.",هذه القصة، من الفصل الأول إلى الفصل الرابع، هي عمل خيالي تم إنشاؤه للمساعدة في فهم المشروع وليس لها أي علاقة بأشخاص أو أحداث حقيقية.,本故事的第 1 章至第 4 章是为了帮助理解本项目而创作的虚构故事，与实际人物或事件无任何关联。,本故事的第 1 章至第 4 章是為了幫助理解本專案而創作的虛構故事，與實際人物或事件無任何關聯。,この物語の第 1 章から第 4 章までは、プロジェクトの理解を助けるために創作された架空の物語であり、実在の人物や事件とは一切関係ありません。,"Diese Geschichte von Kapitel 1 bis Kapitel 4 ist ein fiktives Werk, das zur besseren Verständnis des Projekts erstellt wurde und keinerlei Bezug zu realen Personen oder Ereignissen hat.","Cette histoire, des chapitres 1 à 4, est une œuvre de fiction créée pour faciliter la compréhension du projet et n’a aucun lien avec des personnes ou événements réels."," Esta historia, desde el capítulo 1 hasta el capítulo 4, es una obra de ficción creada para ayudar a comprender el proyecto y no tiene relación con personas o eventos reales.","Questa storia, dal capitolo 1 al capitolo 4, è un'opera di fantasia creata per facilitare la comprensione del progetto e non ha alcun legame con persone o eventi reali.","Dit verhaal, van hoofdstuk 1 tot hoofdstuk 4, is fictief en bedoeld om het project beter te begrijpen. Het heeft geen verband met echte personen of gebeurtenissen.*","Esta história, do Capítulo 1 ao Capítulo 4, é uma obra de ficção criada para ajudar na compreensão do projeto e não tem relação com pessoas ou eventos reais.","Câu chuyện này, từ Chương 1 đến Chương 4, là một tác phẩm hư cấu được tạo ra để giúp người đọc hiểu rõ dự án và không có liên quan đến bất kỳ người hoặc sự kiện thực tế nào.","Эта история, охватывающая главы с 1 по 4, является художественным произведением, созданным для лучшего понимания проекта, и не имеет отношения к реальным людям или событиям.","Cerita ini, dari Bab 1 hingga Bab 4, adalah karya fiksi yang dibuat untuk membantu memahami proyek dan tidak ada kaitannya dengan orang atau peristiwa nyata.",เรื่องราวนี้ตั้งแต่บทที่ 1 ถึงบทที่ 4 เป็นงานเขียนที่แต่งขึ้นเพื่อใช้ประกอบการอธิบายโครงการเพียงเท่านั้น และไม่มีความเกี่ยวข้องกับบุคคลหรือเหตุการณ์จริงแต่อย่างใด
roadmap.h1,"""Guardians asla frene basmaz! 🚀 $GOCAR ekosistemini keşfetmeye devam et!""","""Guardians never hit the brakes! 🚀 Keep explore the ecosystem of $GOCAR!""","""가디언은 절대 브레이크를 밟지 않습니다! 🚀 $GOCAR 생태계를 계속 탐험하세요!""","""Guardians لا يضغطون على المكابح أبدًا! 🚀 واصل استكشاف نظام $GOCAR البيئي!""","""守护者绝不踩刹车！🚀 用 $GOCAR 让你的财富加速成长！""",""" 守護者絕不踩剎車！🚀 用 $GOCAR讓你的財富加速成長！”","""ガーディアンは決してブレーキを踏まない！🚀 $GOCAR エコシステムを探検し続けよう！""","""Guardians treten niemals auf die Bremse! 🚀 Erkunde weiterhin das Ökosystem von $GOCAR!“","""Les Guardians ne freinent jamais ! 🚀 Continuez à explorer l’écosystème de $GOCAR !""","""¡Los Guardians nunca pisan el freno! 🚀 Sigue explorando el ecosistema de $GOCAR!""","""I Guardiani non frenano mai! 🚀 Continua a esplorare l'ecosistema di) $GOCAR!"".","""Guardians stoppen nooit met rijden! 🚀 Ontdek het ecosysteem van $GOCAR!""","""Os Guardians nunca pisam no freio! 🚀 Continue explorando o ecossistema do $GOCAR!""","""Vệ Binh không bao giờ đạp phanh! 🚀 Hãy tiếp tục khám phá hệ sinh thái của $GOCAR!""","""Guardians никогда не нажимают на тормоз! 🚀 Продолжайте исследовать экосистему $GOCAR!""","""Guardians tidak pernah menginjak rem! 🚀 Terus jelajahi ekosistem $GOCAR!""","""เหล่า Guardians ไม่เคยเหยียบเบรก! 🚀 มาสำรวจระบบนิเวศของ $GOCAR กันเถอะ!"""
otp.t1,"GUARDIAN’A KATILdığınız için teşekkür ederiz!
Güvenlik amacıyla lütfen 6 haneli bir sayısal OTP oluşturun.","Thank you for becoming a Guardian! 
For security purposes, please create a 6-digit numeric OTP.","가디언이 되어주셔서 감사합니다!
보안을 위해 6자리 숫자의 OTP를 생성해 주세요.",شكرًا لانضمامك إلى Guardian! لأغراض الأمان، يرجى إنشاء كلمة مرور لمرة واحدة (OTP) مكونة من 6 أرقام.,"感谢您成为守护者！
为了安全起见，请创建一个6位数字的OTP。","感謝您成為守護者！
為了安全起見，請創建一個6位數字的OTP。","ガーディアンになっていただき、ありがとうございます！
セキュリティのため、6桁の数字のOTPを作成してください。","Danke, dass Sie ein Guardian geworden sind!
Aus Sicherheitsgründen erstellen Sie bitte ein 6-stelliges numerisches OTP.","Merci d’être devenu un Guardian !
Pour des raisons de sécurité, veuillez créer un OTP numérique à 6 chiffres.","¡Gracias por convertirte en un Guardian!
Por razones de seguridad, por favor crea un OTP numérico de 6 dígitos.","Grazie per essere diventato un Guardiano!
Per motivi di sicurezza, crea un OTP numerico a 6 cifre.","Bedankt dat je een Guardian bent geworden!
Voor beveiligingsdoeleinden, maak een 6-cijferige numerieke OTP aan.","Obrigado por se tornar um Guardian!
Por motivos de segurança, crie um OTP numérico de 6 dígitos.","Cảm ơn bạn đã tham gia làm Vệ Binh!
Vì lý do bảo mật, vui lòng tạo một mã OTP gồm 6 chữ số.","Спасибо, что стали Guardian!
В целях безопасности, пожалуйста, создайте 6-значный числовой OTP.","Terima kasih telah menjadi Guardian!
Demi keamanan, silakan buat OTP numerik 6 digit.","ขอบคุณที่เป็น Guardian!
เพื่อความปลอดภัย กรุณาสร้างรหัส OTP แบบตัวเลข 6 หลัก"
otp.t2,"Bu OTP, Stakeleme ve token talepleri için kullanılacaktır.",This OTP will be used for staking and token claims.,"OTP는 스테이킹, 토큰 클레임 시 사용됩니다.",سيتم استخدام هذه الكلمة في التخزين ومطالبات التوكن.,此OTP将用于质押和代币领取。,此OTP將用於質押和代幣領取。,このOTPはステーキングおよびトークンクレーム時に使用されます。,Dieses OTP wird für Staking und Token-Ansprüche verwendet.,Cet OTP sera utilisé pour le staking et les demandes de jetons.,Este OTP se utilizará para el staking y las reclamaciones de tokens.,Questo OTP verrà utilizzato per lo staking e il reclamo dei token.,Deze OTP wordt gebruikt voor staking en tokenclaims.,Este OTP será usado para staking e reivindicação de tokens.,Mã OTP này sẽ được sử dụng cho việc staking và yêu cầu token.,Этот OTP будет использоваться для стейкинга и получения токенов.,OTP ini akan digunakan untuk staking dan klaim token.,รหัส OTP นี้จะใช้สำหรับสเตคและการขอรับโทเค็น
otp.t3,"Eğer kaybederseniz, lütfen gocar@guardiansofthecar.com ile iletişime geçin.","If you lose it, please contact gocar@guardiansofthecar.com.","분실 시, gocar@guardiansofthecar.com 에 연락주세요.",إذا فقدتها، يرجى التواصل مع gocar@guardiansofthecar.com.,如果丢失，请联系 gocar@guardiansofthecar.com。,如果丟失，請聯繫 gocar@guardiansofthecar.com。,紛失した場合は、gocar@guardiansofthecar.comまでご連絡ください。,"Falls Sie es verlieren, kontaktieren Sie bitte gocar@guardiansofthecar.com.","Si vous le perdez, veuillez contacter gocar@guardiansofthecar.com.","Si lo pierdes, por favor contacta con gocar@guardiansofthecar.com.","Se lo perdi, contatta gocar@guardiansofthecar.com.","Als je het verliest, neem dan contact op met gocar@guardiansofthecar.com.","Se você perdê-lo, entre em contato com gocar@guardiansofthecar.com.","Nếu bạn làm mất, vui lòng liên hệ gocar@guardiansofthecar.com.","Если вы его потеряете, свяжитесь с gocar@guardiansofthecar.com.","Jika Anda kehilangannya, silakan hubungi gocar@guardiansofthecar.com.",หากคุณทำหาย กรุณาติดต่อ gocar@guardiansofthecar.com
submit.t1,SOLANA cüzdan adresinizi gönderin,SUBMIT SOLANA WALLET ADDRESS,SOLANA 지갑 주소 제출,قدّم عنوان محفظة SOLANA,提交 SOLANA 钱包地址,提交 SOLANA 錢包地址,SOLANA ウォレットアドレスを提出,SOLANA WALLET-ADRESSE EINREICHEN,SOUMETTRE L'ADRESSE DU PORTEFEUILLE SOLANA,ENVIAR DIRECCIÓN DE SOLANA WALLET,INSERISCI L’INDIRIZZO DEL PORTAFOGLIO SOLANA,DIEN JE SOLANA WALLET-ADRES IN,INSERIR ENDEREÇO DA CARTEIRA SOLANA,GỬI ĐỊA CHỈ VÍ SOLANA,Отправка адреса кошелька SOLANA,PENGAJUAN ALAMAT DOMPET SOLANA,ส่งข้อมูลที่อยู่กระเป๋าเงิน SOLANA
submit.t2,Devam etmek için cüzdanınızı bağlayın,Connect your wallet to proceed,계속하려면 지갑을 연결하세요,للمتابعة، يرجى توصيل محفظتك,连接您的钱包以继续,連接您的錢包以繼續,続行のためにウォレットを接続してください,"Verbinden Sie Ihre Wallet, um fortzufahren",Connectez votre portefeuille pour continuer,Conecte su wallet para continuar,Collega il tuo portafoglio per procedere,Verbind je wallet om door te gaan,Liga a tua carteira para prosseguir,Liên kết ví của bạn để tiếp tục,"Чтобы продолжить, подключите свой кошелёк.",Hubungkan dompet Anda untuk melanjutkan,เชื่อมต่อกระเป๋าเงินเพื่อดำเนินการต่อ
